Date,ActualQuantity,Channel,Customer Country,Customer Desc,Customer Region,Geo Latitude,Geo Longitude,Location,Location Region,Location Type,Product Desc,Material Type,Product Group,Brand ID,Base UOM,Base UOM Desc.
2016-01-01,840,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2016-01-01,1800,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2016-02-01,900,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2016-01-01,957,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-01-01,1099,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-01-01,1199,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2016-01-01,950,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2016-02-01,2400,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2016-07-01,890,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2016-11-01,1200,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2016-11-01,1900,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2016-12-01,1000,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-01-01,750,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2016-02-01,1000,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-02-01,999,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-02-01,1099,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2016-12-01,2500,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-01-01,2600,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-01-01,900,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-02-01,1696,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-02-01,790,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2017-02-01,810,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-02-01,940,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2016-07-01,991,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-03-01,1085,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-03-01,1210,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-02-01,2800,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-02-01,1800,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-03-01,2010,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-02-01,650,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-03-01,680,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2017-03-01,710,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-03-01,910,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2016-11-01,1100,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-04-01,919,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-04-01,1045,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2016-11-01,1010,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2017-03-01,2069,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-03-01,1750,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-04-01,1875,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-03-01,610,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-04-01,810,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2017-04-01,840,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-04-01,999,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2016-12-01,999,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-05-01,999,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-05-01,1189,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-04-01,2000,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-04-01,1900,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-05-01,1975,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-04-01,680,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-05-01,745,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2017-05-01,799,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-05-01,869,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-01-01,999,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-06-01,930,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-06-01,1090,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-01-01,825,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2017-05-01,2100,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-05-01,1800,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-06-01,1790,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-05-01,599,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-06-01,799,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2017-06-01,835,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-06-01,958,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-02-01,888,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-07-01,1069,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-07-01,1249,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-02-01,900,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2017-06-01,2100,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-06-01,1850,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-07-01,2040,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-06-01,610,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-07-01,670,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2017-07-01,710,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-07-01,890,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-03-01,946,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-08-01,1003,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-08-01,1145,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-03-01,850,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2017-07-01,2200,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-07-01,560,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-08-01,745,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2017-08-01,799,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-08-01,910,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-07-01,1650,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-08-01,1804,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-04-01,803,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-09-01,1058,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-09-01,1289,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-04-01,950,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2017-08-01,640,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-09-01,640,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2017-09-01,740,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-09-01,750,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-08-01,1900,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-08-01,1900,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-09-01,1999,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-05-01,895,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-10-01,999,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-10-01,1069,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-05-01,990,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2017-09-01,540,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-10-01,755,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2017-10-01,838,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-10-01,969,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-09-01,1858,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-09-01,1800,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-10-01,1875,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-06-01,845,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-11-01,1078,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-11-01,1128,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-06-01,975,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2017-10-01,620,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-11-01,640,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2017-11-01,788,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-11-01,860,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-10-01,2400,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-10-01,2000,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-11-01,1960,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2017-07-01,969,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2017-12-01,990,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
